NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
GFOD2	2	221028_s_at:214076_at	
SPATA31D1	1	237378_at	
ZMYND10	2	205714_s_at:216663_s_at	
ZMYND11	4	202136_at:1554159_a_at:202137_s_at:1554158_at	
SDCBPP2	1	1569952_x_at	
ZMYND12	1	223636_at	
SHANK3	2	227923_at:229698_at	
SHANK2	6	213308_at:1564377_at:215829_at:215830_at:213307_at:243681_at	
PLEC	2	216971_s_at:201373_at	
SHANK1	1	220563_s_at	
RRN3	3	216902_s_at:222204_s_at:230328_at	
DAPL1	1	229290_at	
CBL	5	229010_at:243475_at:206607_at:225234_at:225231_at	
FBXL21P	3	1555413_s_at:1555412_at:1553500_at	
KRT17P5	1	241828_x_at	
SV2C	2	1562372_at:216086_at	
SV2B	3	244717_x_at:205551_at:232426_at	
CBS	3	212816_s_at:240517_at:1553972_a_at	
SV2A	1	203069_at	
TBX22	1	224017_at	
TBX21	1	220684_at	
TBX20	1	1564945_at	
CLVS2	1	1562443_at	
SPATA31E1	2	1559559_at:1563868_a_at	
CLVS1	1	230217_at	
RRM1	3	231028_at:201477_s_at:201476_s_at	
RRM2	2	201890_at:209773_s_at	
LOC90246	2	233830_at:233835_at	
CCK	1	205827_at	
ZIC4	2	211463_at:236711_at	
HS3ST5	1	240479_at	
ZIC5	1	1552938_at	
HS3ST6	1	239547_at	
SUOX	2	204067_at:1553030_a_at	
TBX19	1	206838_at	
HS3ST4	1	228206_at	
TBX18	4	242107_x_at:1559839_at:1559840_s_at:233889_at	
HS3ST1	3	205465_x_at:213991_s_at:205466_s_at	
CFC1	3	236724_at:223752_at:223753_s_at	
HS3ST2	1	219697_at	
CD2	1	205831_at	
TBX15	1	230438_at	
CCS	1	203522_at	
CD4	2	203547_at:216424_at	
CD6	7	1566447_at:1566448_at:208602_x_at:213958_at:1566099_at:211893_x_at:211900_x_at	
CD5	2	206485_at:230489_at	
TBX10	2	207689_at:222377_at	
CD7	2	214551_s_at:214049_x_at	
CD9	3	233317_at:233322_at:201005_at	
ZNF259P1	1	217186_at	
MNX1-AS1	1	236967_at	
VPS29	2	1554388_at:223026_s_at	
CDA	1	205627_at	
FRMPD3	1	236688_at	
FRMPD4	2	215052_at:239290_at	
CLEC10A	1	206682_at	
FRMPD1	1	206774_at	
RRP1	2	218758_s_at:222733_x_at	
FRMPD2	1	239275_at	
GRPR	1	207929_at	
ELK1	3	210376_x_at:203617_x_at:210850_s_at	
RRP8	3	203170_at:203171_s_at:1558963_at	
RRP9	1	204133_at	
ELK3	2	221773_at:206127_at	
ELK4	6	214831_at:206919_at:205994_at:238761_at:225159_s_at:230549_at	
ALCAM	3	201952_at:1569362_at:201951_at	
SCN11A	3	220791_x_at:224029_x_at:210853_at	
VPS35	5	1561146_at:222388_s_at:217727_x_at:233864_s_at:222387_s_at	
VPS36	2	222478_at:240086_at	
VPS39	1	212156_at	
VPS18	2	223346_at:1552276_a_at	
SSTR5-AS1	1	1557146_a_at	
CLEC11A	3	205131_x_at:211709_s_at:210783_x_at	
HUS1	3	204884_s_at:217618_x_at:204883_s_at	
CEL	2	205910_s_at:1553970_s_at	
NUP93	2	241758_at:202188_at	
BCAN	4	219107_at:91920_at:221623_at:242843_at	
BCAM	2	203009_at:40093_at	
SCN10A	1	208578_at	
KRTAP4-12	1	224269_at	
HECW2	3	236089_at:243080_at:232080_at	
KRTAP4-11	1	234633_at	
HECW1	3	243163_at:215584_at:210331_at	
TARS2	1	221189_s_at	
DLX6-AS1	1	230882_at	
SRFBP1	1	241734_at	
NUP98	3	203195_s_at:210793_s_at:203194_s_at	
TARS3	2	244615_x_at:227611_at	
TARS1	2	201263_at:240206_at	
VPS25	1	224608_s_at	
SNORA50C	1	228879_at	
CFB	2	202357_s_at:211920_at	
VPS28	1	218679_s_at	
CFD	1	205382_s_at	
CFH	1	213800_at	
PLEKHA8P1	1	220157_x_at	
CFI	2	203854_at:1555564_a_at	
CFP	1	206380_s_at	
RRP7A	4	229564_at:33307_at:202937_x_at:202938_x_at	
NUP85	1	218014_at	
VPS11	1	203292_s_at	
ST3GAL4	2	215710_at:203759_at	
RRS1	1	209567_at	
ST3GAL5	2	203217_s_at:216075_at	
NUP88	4	225092_at:214192_at:202900_s_at:228288_at	
ST3GAL6	3	210942_s_at:213355_at:213335_s_at	
HOXA11-AS	2	239950_at:230666_at	
CGA	2	233615_at:204637_at	
ST3GAL1	3	225033_at:225034_at:208322_s_at	
ST3GAL2	5	217650_x_at:238896_at:228784_at:205346_at:229336_at	
ST3GAL3	7	1555702_a_at:1555171_at:1555703_at:1555678_at:225905_s_at:231659_at:1555181_a_at	
VPS16	1	203459_s_at	
PLK4	3	211088_s_at:204886_at:204887_s_at	
C3orf18	1	219114_at	
LRRC37A3	2	244478_at:229962_at	
PLK3	2	229825_at:204958_at	
NFE2	1	209930_s_at	
LRRC37A2	3	224686_x_at:242432_at:221740_x_at	
ARL14EP	1	226383_at	
PLK5	1	1558897_at	
NFE4	1	1560527_at	
APOOL	4	213289_at:235433_at:222269_at:213282_at	
GTF2IRD2	2	228765_at:1557289_s_at	
MCAM	6	1568191_at:210869_s_at:211042_x_at:209087_x_at:211340_s_at:209086_x_at	
PLK2	1	201939_at	
PLK1	1	202240_at	
FAM170B-AS1	3	1563254_a_at:1563255_at:1557660_s_at	
KLF3-AS1	2	219871_at:1570414_x_at	
CGN	2	223232_s_at:223233_s_at	
C3orf14	2	236068_s_at:219288_at	
MCAT	1	213132_s_at	
ELL2	4	226099_at:214445_at:214446_at:226982_at	
ELL3	3	229453_at:219517_at:219518_s_at	
LOC100132249	2	1569009_s_at:1569008_at	
DEFT1P	1	1553518_at	
GTF2IRD1	1	218412_s_at	
TMEM225B	1	230277_at	
BPIFC	1	1555773_at	
RSPH10B	1	1557417_s_at	
MOCS2	2	218212_s_at:236208_at	
MOCS3	1	206141_at	
STON1	2	220190_s_at:213413_at	
CHM	3	1569183_a_at:207099_s_at:227871_at	
STON2	4	1552543_a_at:227461_at:242583_at:235852_at	
FGD5-AS1	2	1561546_at:224644_at	
MCEE	1	226238_at	
ELOA	5	1570627_at:1570625_at:202818_s_at:213604_at:202819_s_at	
ELOB	2	213877_x_at:200085_s_at	
RRP12	5	1559127_x_at:216360_x_at:1559126_at:216909_at:216913_s_at	
ELOC	2	202823_at:202824_s_at	
CIC	1	212784_at	
RRP15	2	219037_at:214764_at	
ZIK1	2	232774_x_at:235773_at	
EDARADD	1	1553430_a_at	
RPS6KL1	1	223534_s_at	
EXOC8	1	227577_at	
PLLP	1	204519_s_at	
EXOC7	5	212026_s_at:212035_s_at:212034_s_at:214802_at:215413_at	
ECRG4	1	223623_at	
CIT	2	212801_at:242872_at	
PCOTH	1	222277_at	
EXOC4	3	240528_s_at:224926_at:235974_at	
PLIN4	1	228409_at	
PLIN3	1	202122_s_at	
EXOC3	1	212630_at	
PLIN2	2	209122_at:215895_x_at	
EXOC6	3	233924_s_at:226259_at:232599_at	
PLIN1	1	205913_at	
EXOC5	5	228418_at:225084_at:224253_at:218748_s_at:222726_s_at	
RCCD1	2	226488_at:231290_at	
MOCS1	3	213181_s_at:1555127_at:211673_s_at	
EXOC2	2	226270_at:219349_s_at	
PLIN5	6	1560457_x_at:1568667_s_at:241368_at:1568666_at:238019_at:1560456_at	
EXOC1	1	222127_s_at	
NFIX	4	229834_at:227400_at:209807_s_at:228278_at	
C1orf198	1	223063_at	
DCAF12L2	1	239330_at	
PRUNE2	3	1552455_at:212805_at:212806_at	
DCAF12L1	1	238205_at	
PRUNE1	4	209599_s_at:232490_s_at:209586_s_at:210988_s_at	
C1orf194	1	231044_at	
METTL21A	3	235931_at:235177_at:1553743_at	
APOL5	1	220478_at	
MIR4307HG	1	244608_at	
APOL4	3	1555600_s_at:223801_s_at:224491_at	
METTL21C	1	230331_at	
APOL6	4	219716_at:241869_at:1557116_at:1557236_at	
RASSF10	1	238755_at	
RRP36	2	235223_at:225788_at	
CKB	1	200884_at	
PAIP2	3	222983_s_at:222984_at:1560065_at	
APOL1	1	209546_s_at	
ZIM2	1	220653_at	
APOL3	1	221087_s_at	
ZIM3	1	1553022_at	
PAIP1	5	209064_x_at:210283_x_at:208051_s_at:209063_x_at:213754_s_at	
APOL2	2	221013_s_at:221653_x_at	
HIPK4	1	1553238_a_at	
DIO2-AS1	1	1562827_at	
BCHE	1	205433_at	
CKM	1	204810_s_at	
MCF2	4	1555313_a_at:214884_at:208017_s_at:217004_s_at	
MOCOS	2	219959_at:238576_at	
ELP1	2	202491_s_at:202490_at	
RFLNB	2	226905_at:226876_at	
G0S2	1	213524_s_at	
ELP2	6	243735_at:232503_at:238709_at:230178_s_at:231713_s_at:235623_at	
ELP3	2	221094_s_at:227075_at	
ELP4	1	203829_at	
RRP1B	2	212844_at:212846_at	
HIPK1	4	212293_at:1552515_at:212291_at:1552516_a_at	
ELP5	2	223286_at:219260_s_at	
ELP6	4	220600_at:229864_at:223277_at:229863_s_at	
HIPK3	4	226297_at:207764_s_at:210148_at:213697_at	
HIPK2	10	224016_at:224065_at:225097_at:213763_at:240294_at:219028_at:224066_s_at:225116_at:225115_at:225368_at	
NFIA	7	1557639_at:226806_s_at:1558101_at:224970_at:229994_at:224975_at:224976_at	
NFIB	9	211467_s_at:233304_at:209290_s_at:213032_at:209289_at:213029_at:211466_at:213033_s_at:233394_at	
NFIC	4	213298_at:226895_at:226377_at:206929_s_at	
PLP1	1	210198_s_at	
FOSB	1	202768_at	
PLP2	1	201136_at	
CLC	1	206207_at	
TMEM229B	3	227544_at:1558177_at:238820_at	
LOC401324	1	1563586_at	
C1orf174	2	222000_at:238010_at	
DNM3OS	2	232090_at:235891_at	
CLU	4	208791_at:208792_s_at:1559228_at:222043_at	
LCLAT1	1	226996_at	
THG1L	1	219122_s_at	
PODNL1	1	220411_x_at	
LOC100422781	1	1561304_a_at	
CFL2	3	224352_s_at:233496_s_at:224663_s_at	
CFL1	3	200021_at:236792_at:1555730_a_at	
PLS3	1	201215_at	
OIP5	1	213599_at	
TMEM252-DT	1	1560794_at	
IL13RA2	1	206172_at	
IL13RA1	4	201887_at:210904_s_at:201888_s_at:211612_s_at	
PLS1	1	205190_at	
KCMF1	4	222471_s_at:217938_s_at:240430_at:242887_at	
UICLM	1	241525_at	
COL27A1	5	225288_at:1564008_at:225293_at:225292_at:230603_at	
FKBPL	1	219187_at	
DIO1	1	206457_s_at	
DIO2	5	210819_x_at:203699_s_at:231240_at:211215_x_at:203700_s_at	
DIO3	1	207154_at	
LOC439933	1	1552987_a_at	
LEMD3	1	218604_at	
FAM91A1	2	237045_at:226294_x_at	
MIRLET7D	1	227793_at	
LEMD2	1	224980_at	
LEMD1	1	229927_at	
TOM1L1	2	204485_s_at:240261_at	
TOM1L2	3	237109_at:226198_at:214840_at	
MTNR1A	1	221369_at	
OBSCN	4	216085_at:220427_at:233029_at:229854_at	
MTNR1B	1	208516_at	
FKBP8	3	40850_at:222007_s_at:208255_s_at	
FKBP7	3	223667_at:231130_at:224002_s_at	
FKBP9	1	212169_at	
FKBP4	4	1560303_at:200895_s_at:1560305_x_at:200894_s_at	
FKBP3	3	218003_s_at:222485_at:239351_at	
FKBP6	1	206763_at	
FKBP5	5	1557723_at:204560_at:1557724_a_at:224840_at:224856_at	
C1orf158	1	231549_at	
FKBP2	1	203391_at	
LOC100506929	1	231433_at	
CNP	2	208912_s_at:1557943_at	
LOC283788	8	1558107_at:235535_x_at:229187_at:1558109_x_at:229007_at:242135_at:228247_at:241484_x_at	
KCNQ1-AS1	1	1562960_at	
CD300LB	2	1554173_at:1554175_at	
CD300LF	1	1553043_a_at	
CD300LG	4	1552509_a_at:1555656_at:244244_at:1555636_at	
PLTP	1	202075_s_at	
MCL1	6	200796_s_at:227175_at:200797_s_at:214057_at:214056_at:200798_x_at	
C1orf167	1	1561976_at	
TCEANC	3	1563863_x_at:1563862_at:1553815_a_at	
C1orf162	1	228532_at	
BCL9	1	204129_at	
UBOX5	2	215544_s_at:204598_at	
BCL6	3	228758_at:215990_s_at:203140_at	
CPD	5	229600_s_at:201942_s_at:201943_s_at:201940_at:201941_at	
BCL3	2	204908_s_at:204907_s_at	
BCL2	4	207004_at:203684_s_at:207005_s_at:203685_at	
CPE	2	201116_s_at:201117_s_at	
C1orf159	1	219337_at	
SLC48A1	3	218417_s_at:218416_s_at:48106_at	
OSCP1	1	227359_at	
CPM	6	241765_at:235019_at:235706_at:206100_at:243403_x_at:217557_s_at	
CPO	1	1553506_at	
MCM7	2	208795_s_at:210983_s_at	
CPQ	2	203501_at:208454_s_at	
COL14A1	3	212865_s_at:216865_at:216866_s_at	
ZC3H4	2	240022_at:213390_at	
MCM8	2	233560_x_at:224320_s_at	
C1orf131	1	226242_at	
MCM9	2	219673_at:1553759_at	
ZC3H3	2	213445_at:241056_at	
ZC3H8	2	239644_at:223506_at	
ZC3H6	2	241372_at:227809_at	
CPZ	1	211062_s_at	
LOC102723769	1	215625_at	
KBTBD12	1	244771_at	
VPS72	1	202261_at	
CEP170B	1	213242_x_at	
EVI5L	4	244500_s_at:244501_at:242534_at:226411_at	
OIT3	1	230478_at	
C1orf127	1	1553444_a_at	
CR2	2	244097_at:205544_s_at	
CR1	5	217484_at:217552_x_at:206244_at:208488_s_at:244313_at	
ZNF232-AS1	2	236075_s_at:236611_at	
GGPS1	2	202321_at:202322_s_at	
DIS3	4	236560_at:222607_s_at:218362_s_at:234660_s_at	
SGIP1	1	223672_at	
LOC283731	1	1560723_at	
APOA2	2	219465_at:219466_s_at	
APOA1	3	217073_x_at:204450_x_at:231694_at	
APOA4	1	206894_at	
APOA5	2	224243_at:224244_s_at	
SAPCD2	1	225777_at	
OR52K3P	1	232829_at	
SAPCD1	1	212913_at	
MCM3	1	201555_at	
CRH	2	205630_at:205629_s_at	
XCL2	1	214567_s_at	
XCL1	2	206365_at:206366_x_at	
MCM4	5	222036_s_at:222037_at:242479_s_at:212141_at:212142_at	
MCM5	2	216237_s_at:201755_at	
MCM6	2	238977_at:201930_at	
CRK	3	202226_s_at:202224_at:202225_at	
MCM2	1	202107_s_at	
HDAC4	3	1554322_a_at:204225_at:228813_at	
CRP	2	205753_at:37020_at	
HDAC5	2	229408_at:202455_at	
CEBPA	1	204039_at	
HDAC2	2	242141_at:201833_at	
CEBPB	1	212501_at	
C1orf112	1	220840_s_at	
HDAC3	1	216326_s_at	
CEBPD	3	213003_s_at:213006_at:203973_s_at	
HDAC1	1	201209_at	
CEBPE	1	214523_at	
VPS4B	1	218171_at	
CEBPG	2	225527_at:204203_at	
VPS4A	1	217913_at	
CRX	2	231742_at:217510_at	
TULP4	2	218184_at:224170_s_at	
TULP3	2	205854_at:221964_at	
TULP2	1	206733_at	
C1RL-AS1	2	1564224_x_at:1560320_a_at	
TULP1	1	206705_at	
HDAC8	3	223345_at:223909_s_at:223908_at	
HDAC9	5	205659_at:1552758_at:1552760_at:234393_at:230968_at	
HDAC6	3	211722_s_at:216224_s_at:206846_s_at	
HDAC7	2	217937_s_at:236326_at	
STOX2	4	226822_at:234317_s_at:231969_at:234319_at	
NFS1	2	218455_at:1554321_a_at	
HECTD1	6	224481_s_at:1570251_at:242349_at:1557100_s_at:241955_at:241683_at	
HECTD2	3	227568_at:1565699_at:238803_at	
VPS51	1	217969_at	
VPS50	4	207045_at:1554216_at:1554217_a_at:226031_at	
HECTD3	1	218632_at	
HECTD4	6	1553821_at:1557529_at:244378_at:230216_at:211034_s_at:1561130_at	
VPS53	9	1557112_a_at:221707_s_at:229653_at:235882_at:1559109_a_at:1559108_at:235710_at:219794_at:227229_at	
SVBP	1	226723_at	
VPS52	1	214585_s_at	
IL21R	3	221658_s_at:219971_at:237753_at	
XIRP1	1	235042_at	
LOC401312	2	1557605_a_at:1557604_at	
VPS54	3	233656_s_at:222627_at:218423_x_at	
XIRP2	1	228794_at	
CSK	1	202329_at	
C1orf109	1	218712_at	
BCO2	1	232449_at	
BCO1	1	220087_at	
DKFZp434L192	1	1553898_a_at	
STOX1	2	229378_at:1553202_at	
C1orf105	1	214357_at	
SLC35A2	3	207440_at:209326_at:207439_s_at	
SLC35A1	1	203306_s_at	
MGME1	1	225890_at	
ITGA9-AS1	1	1563635_at	
SLC35A4	1	224626_at	
SLC35A3	3	226894_at:206770_s_at:209865_at	
C1orf122	1	225480_at	
APOC4	1	206738_at	
APOC3	2	205820_s_at:231587_at	
APOBR	1	220023_at	
KBTBD11	1	204301_at	
CPPED1	3	239135_at:218610_s_at:222686_s_at	
MAB21L3	1	1553333_at	
ASXL1	6	212238_at:212237_at:242439_s_at:212234_at:244519_at:242438_at	
MAB21L4	1	220149_at	
EVI2A	1	204774_at	
APOC2	3	204561_x_at:231561_s_at:231562_at	
CTH	2	217127_at:206085_s_at	
MAB21L1	1	206163_at	
ASXL3	4	214162_at:232838_at:233536_at:233686_at	
ASXL2	6	1555266_a_at:218659_at:226251_at:240072_at:237095_at:229359_at	
LIFR-AS1	2	229185_at:1559986_at	
VPS41	3	203106_s_at:210849_s_at:235625_at	
APOC1	2	213553_x_at:204416_x_at	
MAB21L2	2	210302_s_at:210303_at	
MAP3K14-AS1	1	1557783_at	
CEBPZ	1	203341_at	
VPS45	2	207967_at:209268_at	
BCOR	4	219433_at:223566_s_at:223916_s_at:223915_at	
EVI2B	1	211742_s_at	
C1orf116	3	228865_at:219856_at:219476_at	
LOC100505622	1	243961_at	
DSG2-AS1	3	1556834_at:243081_at:1556835_s_at	
C1orf115	2	230159_at:218546_at	
SLC35B3	2	222691_at:231003_at	
SLC35B2	1	224716_at	
IL1RN	5	212657_s_at:212659_s_at:216245_at:216244_at:216243_s_at	
SLC35B4	3	238418_at:225881_at:225882_at	
DCAF4L1	1	1562209_at	
MISP3	1	1558412_at	
IL23R	2	1561853_a_at:1552912_a_at	
SLC35B1	1	202433_at	
DCAF4L2	2	1553199_at:1553197_at	
C6orf89	5	225729_at:1556359_at:224988_at:224987_at:224977_at	
RPS6KA4	2	204632_at:230544_at	
NFU1	1	218946_at	
NIPAL4	1	230188_at	
FLG-AS1	2	1570423_at:241014_at	
RPS6KA3	2	203843_at:226335_at	
RPS6KA6	4	220737_at:228502_at:228503_at:220738_s_at	
RPS6KA5	3	204633_s_at:204635_at:1554319_at	
NIPAL1	1	232158_x_at	
BFSP2-AS1	2	1553936_a_at:1553935_at	
RPS6KA2	3	204906_at:1557970_s_at:212912_at	
NIPAL2	3	222950_at:227001_at:220128_s_at	
RPS6KA1	1	203379_at	
NIPAL3	5	229735_s_at:225876_at:210267_at:225875_s_at:214579_at	
ARFIP2	1	202109_at	
ARFIP1	2	218230_at:214483_s_at	
H4C2	1	214516_at	
GSC2	1	221441_at	
H4C1	1	208046_at	
H4C4	1	208076_at	
H4C3	1	205967_at	
SLC35A5	1	218519_at	
H4C6	1	208026_at	
H4C5	1	206951_at	
TANGO6	1	226467_at	
C1orf100	1	237603_at	
IL1R1	2	202948_at:215561_s_at	
LOC100506858	1	239440_at	
IL1R2	2	211372_s_at:205403_at	
SLC35C2	3	219447_s_at:225037_at:238814_at	
TANGO2	1	235396_at	
SLC35C1	2	222647_at:218485_s_at	
TWSG1	2	225406_at:219201_s_at	
IL23A	7	211796_s_at:217328_at:234865_at:216857_at:217326_x_at:220054_at:234377_at	
AA06	1	241552_at	
GSAP	2	213142_x_at:222150_s_at	
OBSL1	7	214928_at:227573_s_at:227574_at:212775_at:238776_x_at:212776_s_at:213946_s_at	
CFTR	6	234702_x_at:205043_at:215703_at:217026_at:215702_s_at:234706_x_at	
LOC100506851	1	240974_at	
SLC22A4	1	205896_at	
SLC22A3	2	205421_at:242578_x_at	
SLC22A6	2	210343_s_at:216599_x_at	
SPRR2G	1	236119_s_at	
SLC22A5	2	205074_at:239615_at	
SLC35D1	3	209713_s_at:209711_at:209712_at	
SH2D2A	1	207351_s_at	
SLC22A2	1	207429_at	
SLC35D3	1	231341_at	
SLC22A1	1	207201_s_at	
SLC35D2	4	213083_at:233325_at:231437_at:213082_s_at	
CRHR1	3	208593_x_at:214619_at:211897_s_at	
CRHR2	2	211510_s_at:207897_at	
CFAP251	3	230193_at:1555006_at:1555007_s_at	
GSE1	3	212056_at:212057_at:232988_at	
FAM43A	2	227410_at:1558174_at	
FAM43B	1	1569256_a_at	
ARGLU1	4	218067_s_at:227448_at:228477_at:222508_s_at	
SPRR2C	1	220664_at	
SPRR2D	1	208539_x_at	
LOC100505555	2	231419_at:231414_at	
H4C8	3	232035_at:208180_s_at:208181_at	
H4C7	1	208551_at	
LOC100505549	2	238055_at:241534_at	
XCR1	2	221468_at:1561226_at	
H4C9	1	214634_at	
SLC35E1	6	227518_at:235035_at:220796_x_at:79005_at:222263_at:229410_at	
SLC35E4	2	241078_at:1568623_a_at	
SH2D1A	4	211210_x_at:210116_at:211211_x_at:211209_x_at	
SLC35E3	2	220396_at:218988_at	
SH2D1B	2	1553176_at:1553177_at	
C6orf99	1	230487_at	
LOC102723757	2	1559924_at:1559925_s_at	
MPHOSPH10	1	212885_at	
LOC101927914	1	1562272_at	
LOC389199	1	1554809_at	
LOC440896	3	1556378_a_at:1556883_a_at:1570388_a_at	
SLC22A8	2	221298_s_at:231352_at	
SLC22A7	5	1555553_a_at:231398_at:221661_at:221662_s_at:220554_at	
TECPR2	2	204308_s_at:204307_at	
SPRR1A	2	214549_x_at:213796_at	
SPRR1B	1	205064_at	
TECPR1	3	227580_s_at:227581_at:231912_s_at	
SLC22A9	1	231625_at	
IL6-AS1	1	243977_at	
SLC35F6	3	225695_at:219783_at:1554444_s_at	
SLC35F3	2	229065_at:231520_at	
SLC35F2	1	218826_at	
CAB39L	3	225915_at:225914_s_at:221003_s_at	
SLC35F5	3	225872_at:220123_at:240335_at	
SLC25A48-AS1	1	1562617_at	
MCUB	1	218802_at	
SLC35F4	1	240799_at	
RSF1	6	222540_s_at:218166_s_at:222541_at:223818_s_at:235381_at:229885_at	
SLC35F1	1	228060_at	
C6orf47	1	204968_at	
SIPA1L2	3	1559469_s_at:225056_at:233587_s_at	
SIPA1L3	4	236096_at:213600_at:37831_at:230564_at	
SIPA1L1	3	202255_s_at:202254_at:237032_x_at	
LOC100421494	1	233074_at	
GSG1	2	221252_s_at:241553_at	
LOC105375172	1	1569344_a_at	
LL22NC03-63E9.3	1	1561252_at	
SLC35G3	1	1553471_at	
SLC35G5	1	1553340_s_at	
SLC35G2	2	1559494_at:219569_s_at	
TYK2	1	205546_s_at	
GSEC	2	227925_at:230999_at	
SLC35G1	3	236219_at:239265_at:231012_at	
CFAP299	1	231565_at	
MTSS1	5	210360_s_at:210359_at:203037_s_at:203036_s_at:229780_at	
MTSS2	3	1555894_s_at:213978_at:1556175_at	
NFX1	5	1553103_at:210268_at:202584_at:202585_s_at:1553348_a_at	
C1QTNF12	1	243292_at	
LOC401261	2	1559964_at:229914_at	
AMER1	1	1552882_a_at	
AMER2	3	235465_at:1553720_a_at:230496_at	
AMER3	3	236638_at:1553350_at:244709_at	
MEGF6	2	213942_at:226869_at	
FAM47C	1	239732_x_at	
FAM47A	1	243700_x_at	
FAM47B	1	240426_at	
RGPD5	4	212842_x_at:237073_at:210676_x_at:211324_s_at	
TYMS	3	1554696_s_at:217684_at:202589_at	
AGAP2-AS1	1	1555907_at	
RGPD1	2	242712_x_at:235597_s_at	
TYMP	2	204858_s_at:217497_at	
BEGAIN	1	220795_s_at	
TCEAL8	1	224819_at	
TCEAL7	1	227705_at	
CFAP298	2	218123_at:244369_at	
LOC102723704	1	1562878_at	
TCEAL4	1	202371_at	
C6orf62	3	213875_x_at:208809_s_at:222309_at	
TCEAL3	1	227279_at	
EMC1	5	212394_at:212395_s_at:215991_s_at:212396_s_at:1556186_s_at	
LOC102723701	1	1561386_at	
TCEAL2	1	211276_at	
MIR7515	1	231444_at	
EMC2	1	203584_at	
TCEAL1	1	204045_at	
EMC3	3	217882_at:228775_at:215250_at	
SUSD4	3	223822_at:223821_s_at:219389_at	
EMC4	2	223043_at:223857_x_at	
SUSD3	2	227182_at:243956_at	
FAM47E	1	1570398_at	
SUSD6	1	202181_at	
LOC101927948	1	1561559_at	
SUSD5	1	214954_at	
EMC6	1	221255_s_at	
EMC7	2	217898_at:227535_at	
EMC8	4	218057_x_at:222504_s_at:227323_at:227363_s_at	
EMC9	1	219203_at	
TCEAL9	1	217975_at	
SVIL	3	202565_s_at:217634_at:202566_s_at	
LOC101927950	1	234177_at	
NFYA	6	204107_at:204108_at:204109_s_at:215720_s_at:228433_at:228431_at	
NFYB	4	218129_s_at:218127_at:218128_at:244704_at	
NFYC	6	202216_x_at:211251_x_at:238231_at:202215_s_at:211797_s_at:1559218_s_at	
SUSD2	2	234310_s_at:227480_at	
SUSD1	1	226264_at	
C6orf58	2	238383_at:238385_at	
SVIP	4	230005_at:230285_at:226278_at:230006_s_at	
SLURP1	1	214536_at	
SPCS3	3	221844_x_at:222753_s_at:218817_at	
SPCS2	3	201240_s_at:243570_at:201239_s_at	
SPCS1	1	217927_at	
GSTA4	2	235405_at:202967_at	
LRRN4CL	1	1556427_s_at	
GSTA3	1	222102_at	
C6orf52	3	239417_x_at:236504_x_at:243943_x_at	
GSTA2	1	203924_at	
QPCT	1	205174_s_at	
GSTA1	1	215766_at	
MEGF8	2	227327_at:214778_at	
SIPA1	1	204164_at	
MEGF9	2	212830_at:212831_at	
LOC101927967	1	1557778_at	
SPPL2C	1	231253_at	
SPPL2B	4	210693_at:215833_s_at:225248_at:225249_at	
PMCH	1	206942_s_at	
ROGDI	1	218394_at	
SPPL2A	3	226353_at:228478_at:227682_at	
CLEC18A	1	230022_at	
PAIP2B	1	221868_at	
EME1	3	234464_s_at:234812_at:234465_at	
EME2	3	1569868_s_at:1556024_at:1569867_at	
C3orf62	2	1569374_at:241817_at	
CSKMT	2	239316_at:238680_at	
FPGT	1	205140_at	
FPGS	1	202945_at	
GBAP1	2	210589_s_at:216400_at	
LOC101927974	1	228753_at	
POSTN	4	1555777_at:210809_s_at:1555778_a_at:214981_at	
LOC101927972	1	240361_at	
TRPC4AP	1	212059_s_at	
EMCN	3	222885_at:219436_s_at:227874_at	
C3orf70	2	235562_at:242447_at	
SPECC1L	1	212480_at	
LOC149684	2	244231_at:1563753_at	
TIMELESS	2	203046_s_at:215455_at	
MYADM	2	224920_x_at:225673_at	
NUPR1	1	209230_s_at	
PMEL	1	209848_s_at	
ISYNA1	3	222240_s_at:229324_x_at:228417_at	
CD2BP2-DT	1	238031_at	
GSTCD	3	1554518_at:220063_at:235387_at	
CLEC16A	2	231221_at:212786_at	
C3orf85	1	233604_at	
PARM1-AS1	1	221183_at	
PMF1	1	202337_at	
RSKR	2	1553292_s_at:244547_at	
CAMSAP1	7	228995_at:220410_s_at:244682_at:212712_at:220409_at:212710_at:212711_at	
CAMSAP2	3	212765_at:217196_s_at:212763_at	
C3orf80	1	236738_at	
EMG1	1	209233_at	
NPC1L1	3	220106_at:224305_s_at:224306_at	
TASOR	3	227460_at:209284_s_at:209285_s_at	
TASP1	2	219443_at:233719_s_at	
AMELX	1	208410_x_at	
AMELY	1	208220_x_at	
PNPT1	1	225291_at	
LDLRAD4-AS1	1	1560181_at	
SLC66A1L	2	1558552_s_at:238969_at	
CAMSAP3	2	226494_at:1568617_a_at	
DIAPH1	4	1560080_at:209190_s_at:215541_s_at:213514_s_at	
DAP	1	201095_at	
DIAPH2	2	205603_s_at:205726_at	
DAO	1	206878_at	
DIAPH3	3	229097_at:232596_at:220997_s_at	
PXMP2	1	219076_s_at	
PXMP4	3	219428_s_at:238746_at:224210_s_at	
SKIV2L	1	203727_at	
COLGALT2	2	209883_at:237382_at	
CGAS	3	1559051_s_at:1561708_at:242077_x_at	
C3orf22	1	237894_at	
